,paragraph,report,question,relevant_text,relevance,relevant_text_sim,sim_text_relevance,question__,simple_IR__,IR__,IR_three__,IR_all__,Refined Definition__,Raw Information Retrieval Background__
260,"Access to  healthcareEnvironmental protectionEthics and  transparency4Sustainability overviewSustainability overview15global leaders from the public and private sectors are members of the Sustainable Markets Initiative Health Systems Task Force, chaired by AstraZeneca CEO Pascal Soriot to accelerate the transition to net-zero health systems87%of employee survey respondents say that they understand their contributions to our sustainability priorities25/27sustainability targets  in sustainability data  annex are ‘On plan’Access to healthcare               127,384healthcare workers trained  since 2010 (cumulative)66.4mpeople reached through access to healthcare programmes (cumulative)13.6mpeople reached through  patient access programmes (cumulative)SDG 3 Good health and wellbeingSDG 17 Partnerships for the goalsEnvironmental protection67.6%reduction in Scope 1 and 2 greenhouse gas (GHG)  emissions since 2015 19.5%reduction in water  use from 201513.2%reduction in waste  from 2015SDG 6 Clean water and sanitationSDG 7 Affordable and clean energySDG 12 Responsible consumption and productionSDG 13 Climate actionSDG 15 Life on landSDG 17 Partnership for the goalsEthics and transparency  50.",AstraZeneca Sustainability Report 2023.pdf,"Does the company refer to any third party scenarios when identifying climate-related risks or opportunities (e.g. IPCC trajectories, NGFS scenarios, etc.)?","We support the Task Force on Climate-related Financial Disclosures (TCFD) framework, which we have applied annually since 2020. All our business operations worldwide are in scope, unless otherwise stated.",0.0,0.0466516177577125,2.0,0,0,0,0,0,0,0
261,1%senior middle management  roles held by women10 countrieswith supplier diversity  programmes outside the US83%of employee survey respondents feel we have a ‘speak up’ cultureSDG 3 Good health and wellbeingSDG 5 Gender equalitySDG 8 Decent work and  economic growthSDG 17 Partnership for the goalsSustainability  overviewPerformance highlightsContributing to the Sustainable Development Goals (SDGs)Data  annex,AstraZeneca Sustainability Report 2023.pdf,"Does the company refer to any third party scenarios when identifying climate-related risks or opportunities (e.g. IPCC trajectories, NGFS scenarios, etc.)?","We support the Task Force on Climate-related Financial Disclosures (TCFD) framework, which we have applied annually since 2020. All our business operations worldwide are in scope, unless otherwise stated.",0.0,0.0260223048327137,2.0,0,0,0,0,0,0,0
262,"Access to  healthcareEnvironmental protectionEthics and  transparency5Global Research & Development (R&D) centres1. Gaithersburg, MD, US2. Boston, MA, US3. Cambridge, UK (HQ)4. Gothenburg, SE5. Shanghai, CNOther R&D centres with discovery research labsSustainability overviewOur PurposeWe push the boundaries  of science to deliver  life-changing medicines.Inspired by our Values and what science can do, we are focused on accelerating the delivery of life-changing medicines that create enduring value for patients, society, the planet and our shareholders.Our ValuesWe do the right thingWe are entrepreneurialWe follow the scienceWe put patients firstWe play to winOur strategic prioritiesScience & InnovationGrowth & Therapy Area LeadershipPeople & SustainabilityOur priorities reflect how we areworking to deliver our growththrough innovation strategy andachieve our Purpose:2678135410Our global businessWe work to meet our goals through innovation and commercial excellence. We have an active presence in 85 countries and sell our products in more than 125 countries.",AstraZeneca Sustainability Report 2023.pdf,"Does the company refer to any third party scenarios when identifying climate-related risks or opportunities (e.g. IPCC trajectories, NGFS scenarios, etc.)?","We support the Task Force on Climate-related Financial Disclosures (TCFD) framework, which we have applied annually since 2020. All our business operations worldwide are in scope, unless otherwise stated.",0.0,0.2931937172774869,2.0,0,0,0,0,0,0,0
263,"We have an active presence in 85 countries and sell our products in more than 125 countries.Employees by reporting regionEmerging markets  38%Europe  35%US 20%Established rest of the world  7%Sustainability  overviewOur business modelWe are a global pharmaceutical business with a science-led and patient-focused value proposition committed to excellence in the research, development, manufacturing and commercialisation of prescription medicines. We are also committed to operating sustainably, in a way that recognises the interconnection between business growth, the needs of society and the limitations of our planet. We invest resources to create financial and non‑financial value that benefit patients, society, the planet and our business.About us89,900 employees worldwide96. San Francisco, CA, US7. Santa Monica, CA, US8. New Haven, CT, US9. Macclesfield, UK10. Amsterdam, NLData  annex",AstraZeneca Sustainability Report 2023.pdf,"Does the company refer to any third party scenarios when identifying climate-related risks or opportunities (e.g. IPCC trajectories, NGFS scenarios, etc.)?","We support the Task Force on Climate-related Financial Disclosures (TCFD) framework, which we have applied annually since 2020. All our business operations worldwide are in scope, unless otherwise stated.",0.0,0.3824701195219123,2.0,0,0,0,0,0,0,0
264,"Access to  healthcareEnvironmental protectionEthics and  transparency6Sustainability overviewOur Senior Executive Team (SET) takes  the lead in developing our sustainability  strategy with governance and oversight  provided by our Board of Directors and  relevant Board Committees. Whilst all Board Committees consider sustainability in their work, three Board Committees have delegated authority from the Board for oversight and decision‑making in connection with specific sustainability-related matters: the Sustainability,  Audit and Remuneration Committees.Board of DirectorsThe Directors are collectively responsible for  the success of the Group. The Board maintains and periodically reviews a list of matters that can only be approved by them. Matters that have not been expressly reserved to the Board in this way are delegated to the Chief Executive Officer (CEO) or one of the Board’s five Committees. The Board’s responsibilities include  approving our sustainability strategy and policies, overseeing risk and corporate governance and monitoring progress towards meeting our objectives and annual plans. The Board is accountable to our shareholders for the proper conduct of the business and our long-term success and seeks to represent  the interests of all our stakeholders.  The Sustainability CommitteeEstablished in 2021, the Board’s Sustainability Committee assesses progress on the implementation of our sustainability strategy, oversees communication of sustainability activities with stakeholders, provides input to the Board and other Board Committees on sustainability matters, and helps ensure we  move forward in the most impactful way.",AstraZeneca Sustainability Report 2023.pdf,"Does the company refer to any third party scenarios when identifying climate-related risks or opportunities (e.g. IPCC trajectories, NGFS scenarios, etc.)?","We support the Task Force on Climate-related Financial Disclosures (TCFD) framework, which we have applied annually since 2020. All our business operations worldwide are in scope, unless otherwise stated.",0.0,0.336,2.0,0,0,0,0,0,0,0
265,"During 2023, the Committee held two formal meetings and considered topics such as sustainability reporting, product sustainability, development of the Company’s health equity strategy, the ongoing double materiality assessment and the Company’s investment in sustainability. At each meeting, the Committee received sustainability updates from the Company’s Corporate Affairs, Investor Relations and other relevant functions, including progress  on Ambition Zero Carbon.The Audit CommitteeThe Board’s Audit Committee is responsible  for overseeing sustainability-related disclosures that are linked to the Financial Statements, including the Task Force on Climate-related Financial Disclosures (TCFD) Statement and  the EU Taxonomy disclosures in the Annual Report and the extended TCFD Statement, published separately and reviewed by the Board’s Sustainability Committee.The Audit Committee is kept informed about regulations that could impact our financial and sustainability reporting. In 2023, the Committee received updates regarding adopted and proposed sustainability reporting regulations  in the US, EU and UK, and potential new  audit requirements.The Remuneration CommitteeThe Remuneration Committee, working alongside the full Board, seeks to ensure that the remuneration of our Executive Directors and our wider workforce reflects the underlying performance of the business and incentivises the delivery of our strategy. When approving the Annual Bonus outcomes for the Executive Directors, the Remuneration Committee considers enterprise achievements over the performance period, including financial and scientific delivery, and the experience of shareholders and other stakeholders.",AstraZeneca Sustainability Report 2023.pdf,"Does the company refer to any third party scenarios when identifying climate-related risks or opportunities (e.g. IPCC trajectories, NGFS scenarios, etc.)?","We support the Task Force on Climate-related Financial Disclosures (TCFD) framework, which we have applied annually since 2020. All our business operations worldwide are in scope, unless otherwise stated.",0.0,0.3020833333333333,2.0,0,0,0,0,0,0,0
266,"When approving the Annual Bonus outcomes for the Executive Directors, the Remuneration Committee considers enterprise achievements over the performance period, including financial and scientific delivery, and the experience of shareholders and other stakeholders. The Committee also considers the individual’s performance, including environmental, social and governance (ESG) achievements. Ambition Zero Carbon has been included as a performance measure within the Performance Share Plan (PSP) since 2021. The Remuneration Committee works with the Sustainability Committee when it sets the targets for the Sustainability  overviewOn our Board, we have  46% female representation and 31% ethnic minority representation.Board of DirectorsSenior Executive TeamSustainability CommitteeRemuneration CommitteeAudit CommitteeThe newly created Sustainability Steering Committee reports on progress to the Audit and Sustainability Committees and keeps SET updated on current developments.GovernanceAmbition Zero Carbon measure within the PSP and when considering the potential for other ESG performance measures. Performance outcomes under the Ambition Zero Carbon measure are assessed and validated by the Sustainability Committee and shared with the Remuneration Committee for its consideration.Sustainability Steering CommitteeIn 2023, we established an internal Sustainability Steering Committee (SteerCo) comprised of leaders representing functions relevant to the sustainability strategy.",AstraZeneca Sustainability Report 2023.pdf,"Does the company refer to any third party scenarios when identifying climate-related risks or opportunities (e.g. IPCC trajectories, NGFS scenarios, etc.)?","We support the Task Force on Climate-related Financial Disclosures (TCFD) framework, which we have applied annually since 2020. All our business operations worldwide are in scope, unless otherwise stated.",0.0,0.32,2.0,0,0,0,0,0,0,0
267,"Sustainability Steering CommitteeIn 2023, we established an internal Sustainability Steering Committee (SteerCo) comprised of leaders representing functions relevant to the sustainability strategy. The SteerCo is responsible for monitoring key sustainability impacts, risks and opportunities, including reporting and compliance, and ensuring (1) appropriate mitigation measures, (2) sustainability data quality and transition to reasonable assurance and (3) that cross-functional teams are in place to manage ESG risks, regulatory reporting compliance and  ESG ratings. The SteerCo is co-chaired by  the SVP Finance, Group Controller and Head of Global Finance Services and the VP Global  Sustainability and SHE.For further details on Corporate Governance, please see pages 75-138, in the Annual Report 2023.Other governance information relating to specific priorities is included in the overview sections of this report.Data  annex",AstraZeneca Sustainability Report 2023.pdf,"Does the company refer to any third party scenarios when identifying climate-related risks or opportunities (e.g. IPCC trajectories, NGFS scenarios, etc.)?","We support the Task Force on Climate-related Financial Disclosures (TCFD) framework, which we have applied annually since 2020. All our business operations worldwide are in scope, unless otherwise stated.",0.0,0.2417582417582417,2.0,0,0,0,0,0,0,0
268,"Access to  healthcareEnvironmental protectionEthics and  transparency7Sustainability overviewEthics and transparencyAccess to healthcareEnvironmental protectionSustainabilityat AstraZenecaBuilding a healthyfuture - for people,society and planetAmbition Zero Carbon    Product sustainability        Natural resourcesEthical business culture       Inclusion and diversity          Workforce safety and health  Equitable access                   Affordability and pricing                Health system resilienceSustainability  overviewOur sustainability strategyWe have nine material focus areas,  each with their own targets, grouped under three interconnected priorities:Access to healthcareEnvironmental protectionEthics and transparencyOur ambitionsPromoting prevention, increasing access to life-saving treatments, and strengthening health system resilience and sustainability.Accelerating the delivery of net-zero healthcare, proactively managing our environmental impact across all activities and investing in nature and biodiversity.Ensuring ethical, open and inclusive behaviour across our organisation and value chain.We seek to create value beyond the impact of our medicines by embedding sustainability into everything we do – from the lab to the patient. We are committed to contributing to a more sustainable future for people, society and planet.  As a global organisation, we are committed to operating ethically and responsibly. We are helping tackle the biggest challenges of our time, such as climate change, biodiversity loss, health equity and health system resilience.",AstraZeneca Sustainability Report 2023.pdf,"Does the company refer to any third party scenarios when identifying climate-related risks or opportunities (e.g. IPCC trajectories, NGFS scenarios, etc.)?","We support the Task Force on Climate-related Financial Disclosures (TCFD) framework, which we have applied annually since 2020. All our business operations worldwide are in scope, unless otherwise stated.",0.0,0.3082706766917293,2.0,0,0,0,0,0,0,0
269,"As a global organisation, we are committed to operating ethically and responsibly. We are helping tackle the biggest challenges of our time, such as climate change, biodiversity loss, health equity and health system resilience.  We believe these challenges are interconnected and require collaboration within and beyond the health sector. Through science-based solutions, we believe we can drive positive change and a healthier future. Materiality assessmentWe currently have nine material focus areas, each with their own targets, grouped under three interconnected priorities. We conduct materiality assessments to identify the sustainability issues that matter most to AstraZeneca and our stakeholders and show where we can have a positive impact. We assess the relevance of our strategy and material focus areas annually, through continuous dialogue with our stakeholders and horizon-scanning for emerging sustainability topics. This process has confirmed that our existing focus areas remained a priority in 2023. What sustainability  means at AstraZenecaData  annex",AstraZeneca Sustainability Report 2023.pdf,"Does the company refer to any third party scenarios when identifying climate-related risks or opportunities (e.g. IPCC trajectories, NGFS scenarios, etc.)?","We support the Task Force on Climate-related Financial Disclosures (TCFD) framework, which we have applied annually since 2020. All our business operations worldwide are in scope, unless otherwise stated.",0.0,0.3154362416107382,2.0,0,0,0,0,0,0,0
270,"Access to  healthcareEnvironmental protectionEthics and  transparency8Sustainability overviewSustainability  overviewSuppliers and raw materialsSourcing and supplying raw material and manufacturing medicinal productsAstraZeneca own operationsR&D, manufacturing and marketing  of our medicinesDownstream distributionDistributing our medicines  to consumers and patientsPatientsUse of our medicines by consumers and patientsDisposalDisposal of waste products  and packaging by AstraZeneca,  consumers and patientsOur value chainFollowing the science, we have disease area-focused R&D organisations that are responsible for discovery through to late-stage development for Oncology, BioPharmaceuticals and Rare Disease. Two commercial units, one for Oncology and one for BioPharmaceuticals, align product strategy and commercial delivery across our US and Europe-Canada regions. Our International Commercial region has responsibility for emerging markets, including China, as well as Australia and New Zealand. Japan reports separately. Our Operations function plays a key role in developing, manufacturing, testing and delivering our medicines to our customers. Our Rare  Disease group, in addition to R&D, also manages the commercial and operations functions for our rare disease portfolio in  established markets.Our global supply chain supports key operational areas of our business with a wide range of  goods and services, including raw materials and equipment.",AstraZeneca Sustainability Report 2023.pdf,"Does the company refer to any third party scenarios when identifying climate-related risks or opportunities (e.g. IPCC trajectories, NGFS scenarios, etc.)?","We support the Task Force on Climate-related Financial Disclosures (TCFD) framework, which we have applied annually since 2020. All our business operations worldwide are in scope, unless otherwise stated.",0.0,0.3880597014925373,2.0,0,0,0,0,0,0,0
271,"Many of our business-critical operations have also been outsourced to third party providers. For more information on our business structure, workforce, and operations please see pages 10-11 in our Annual Report 2023.Stakeholder engagementConsidering the interests of our stakeholders  is fundamental to our sustainability strategy.Foremost among our stakeholder groups  are our patients – including patient communities and advocacy groups.Other priority stakeholders include governments, particularly in relation to access to healthcare and health systems, the investor community on ESG matters, and healthcare professionals (HCPs) regarding the development and delivery of medicines.We also work closely with academia and R&D partners across the healthcare and environmental fields, as well as our industry peers and other major companies with a shared ambition to tackle sustainability challenges, through global forums and collaborations.We partner with a wide range of governmental and non-governmental bodies across our sustainability priorities. In addition, our suppliers are key to achieving many of our environmental targets and our commitments to ethical behaviour and transparency.For more details on the interests, engagements and outcomes of contact with these and other stakeholder groups, please see ‘Connecting with our stakeholders’ in the Corporate Governance section of our Annual Report 2023 (pages 84-86).The remainder of this report is organised by our strategic priorities and focus areas, followed by the data annex section for details of performance against targets and progress on our priorities.",AstraZeneca Sustainability Report 2023.pdf,"Does the company refer to any third party scenarios when identifying climate-related risks or opportunities (e.g. IPCC trajectories, NGFS scenarios, etc.)?","We support the Task Force on Climate-related Financial Disclosures (TCFD) framework, which we have applied annually since 2020. All our business operations worldwide are in scope, unless otherwise stated.",0.0,0.4047619047619047,2.0,0,0,0,0,0,0,0
272,"We also aim to have a positive impact in  the communities where we operate, often through collaborations with others facing shared local challenges.Finally, we have an extensive process of communication and engagement with our employees, who are critical to the achievement of our sustainability goals.Access to  healthcareEnvironmental  protectionEthics and transparencyEquitable  accessAffordability  and pricingHealth system  resilienceAmbition Zero  CarbonNatural  resourcesEthical business  cultureInclusion and  diversityWorkforce safety  and healthProduct  sustainabilityData  annex",AstraZeneca Sustainability Report 2023.pdf,"Does the company refer to any third party scenarios when identifying climate-related risks or opportunities (e.g. IPCC trajectories, NGFS scenarios, etc.)?","We support the Task Force on Climate-related Financial Disclosures (TCFD) framework, which we have applied annually since 2020. All our business operations worldwide are in scope, unless otherwise stated.",0.0,0.3214285714285714,2.0,0,0,0,0,0,0,0
273,"Sustainability  overviewAccess to  healthcareEnvironmental protectionEthics and  transparencyData  annexAccess to healthcareOur ambitionPromoting prevention, increasing  access to life-saving treatments  and strengthening health system  resilience and sustainability.Connection to healthInnovative and sustainable healthcare solutions are essential to improving  global health outcomes.Our material focus areas• Equitable access• Affordability and pricing• Health system resilience2023 performance66.4mpeople reached by access to healthcare programmes (cumulative)13.6mpeople reached by patient assistance programmes (cumulative)127,384healthcare workers trained (cumulative)4,157health facilities activated (cumulative)9Access to healthcareGood health is at the heart of a sustainable futureHealth should not be determined by who you are, where you live or where you were born. We are working to remove barriers to healthcare and give everyone the chance to be as healthy as possible.",AstraZeneca Sustainability Report 2023.pdf,"Does the company refer to any third party scenarios when identifying climate-related risks or opportunities (e.g. IPCC trajectories, NGFS scenarios, etc.)?","We support the Task Force on Climate-related Financial Disclosures (TCFD) framework, which we have applied annually since 2020. All our business operations worldwide are in scope, unless otherwise stated.",0.0,0.2974358974358974,2.0,0,0,0,0,0,0,0
274,"Sustainability  overviewAccess to  healthcareEnvironmental protectionEthics and  transparencyData  annexAccess to healthcare10Equitable accessScope of this focus area  To drive equitable access to healthcare by embedding practices across the product portfolio - including digital health, clinical trial diversity, patient centricity, investing in rare diseases, open innovation and intellectual property (IP) sharing arrangements.Why it matters Health should not be determined by who you are, where you live or where you were born. We are working to remove barriers to healthcare and give everyone the chance to be as healthy as possible. Economic and supply barriers, as well as geographic impediments, inhibit universal access to high quality, evidence-based healthcare.Additionally, in developing countries there is an epidemiological shift from the prevalence of communicable to non-communicable diseases (NCDs), however local healthcare provision varies in quality and the systems may not be in place to tackle this growing burden. Programmes to control priority public health conditions also need to recognise the importance of the economic and social determinants of health. We have therefore aligned our access initiatives to improve health equity by addressing local needs.",AstraZeneca Sustainability Report 2023.pdf,"Does the company refer to any third party scenarios when identifying climate-related risks or opportunities (e.g. IPCC trajectories, NGFS scenarios, etc.)?","We support the Task Force on Climate-related Financial Disclosures (TCFD) framework, which we have applied annually since 2020. All our business operations worldwide are in scope, unless otherwise stated.",0.0,0.3409090909090909,2.0,0,0,0,0,0,0,0
275,"Programmes to control priority public health conditions also need to recognise the importance of the economic and social determinants of health. We have therefore aligned our access initiatives to improve health equity by addressing local needs. To do this, we are:• Creating integrated approaches including through collaboration with governments and utilising local expertise to identify and address shared priorities• Collaborating in cross-sector partnerships  to improve health outcomesStrategic approach We are committed to improving equitable access to healthcare for patients globally, including to our innovative product portfolio. Our approach includes integrating programmes into local systems and delivering affordable medicines to patients. We seek to drive positive global health outcomes by: • Addressing unmet medical need  and barriers to access • Increasing the speed and breadth  of patient access • Driving excellence in product  life-cycle management • Understanding the long-term  impacts of scientific advances We are playing our part to address health inequities and eliminate discrimination from  the delivery of healthcare. As a company  at the forefront of scientific and medical  innovation, we are also harnessing the latest digital technologies to support improved access. This includes using the power of data and analytics for early diagnosis and expanding access to the latest medical research and  training for healthcare professionals. We are transforming healthcare to secure a future where all people have access to affordable, sustainable  and innovative care.",AstraZeneca Sustainability Report 2023.pdf,"Does the company refer to any third party scenarios when identifying climate-related risks or opportunities (e.g. IPCC trajectories, NGFS scenarios, etc.)?","We support the Task Force on Climate-related Financial Disclosures (TCFD) framework, which we have applied annually since 2020. All our business operations worldwide are in scope, unless otherwise stated.",0.0,0.3409090909090909,2.0,0,0,0,0,0,0,0
276,"We are transforming healthcare to secure a future where all people have access to affordable, sustainable  and innovative care. The big pictureEveryone should have access to healthcare,  no matter who they are or where they live. This is critical across the patient care pathway – from prevention, early detection and diagnosis to the effective treatment of disease. Integration with our strategy  and business modelWe are working to identify barriers to access  and are innovating to deliver our life-changing medicines in a sustainable and equitable way, through global, regional and local partnerships. Central to this is our commitment to promoting prevention, increasing access to diagnostics  and treatments, and strengthening health system sustainability and resilience. We are focused on: • Innovating to deliver life-changing medicines and future-proof global health systems • Partnering to improve health equity for  patients now and in the long term • Transforming healthcare to secure a  future where all people have equitable  access to treatment GovernanceOverall responsibility for Access to healthcare is at Board-level, where progress is tracked against our Group People and Sustainability strategic priority, including our ESG goals. We incentivise select senior executives  and in-country managers to perform on  access initiatives with financial and non‑financial rewards. Our CEO also has access‑related incentives linked to the company’s  ESG performance.",AstraZeneca Sustainability Report 2023.pdf,"Does the company refer to any third party scenarios when identifying climate-related risks or opportunities (e.g. IPCC trajectories, NGFS scenarios, etc.)?","We support the Task Force on Climate-related Financial Disclosures (TCFD) framework, which we have applied annually since 2020. All our business operations worldwide are in scope, unless otherwise stated.",0.0,0.3385826771653543,2.0,0,0,0,0,0,0,0
277,"We incentivise select senior executives  and in-country managers to perform on  access initiatives with financial and non‑financial rewards. Our CEO also has access‑related incentives linked to the company’s  ESG performance.We publicly disclose outcomes of our access activities, including progress on our commitments, measurable goals, objectives and targets for improving health equity for patients in the countries where we operate.We collaborate on our Access to healthcare material focus areas on a cross-functional basis to deliver our strategy and measure progress.We also have a dedicated team within Global Corporate Affairs who oversee progress against targets and report on these to the Board Sustainability Committee, along with the development of our health equity strategy and expansion of our access programmes.We are committed to improving equitable access to healthcare for patients globally, including to our innovative product portfolio.Access to healthcare overview",AstraZeneca Sustainability Report 2023.pdf,"Does the company refer to any third party scenarios when identifying climate-related risks or opportunities (e.g. IPCC trajectories, NGFS scenarios, etc.)?","We support the Task Force on Climate-related Financial Disclosures (TCFD) framework, which we have applied annually since 2020. All our business operations worldwide are in scope, unless otherwise stated.",0.0,0.3238095238095238,2.0,0,0,0,0,0,0,0
278,"Sustainability  overviewAccess to  healthcareEnvironmental protectionEthics and  transparencyData  annexAccess to healthcare11Actions – key initiatives:Diversity in clinical trials We are committed to designing clinical programmes with equity at the forefront – from idea inception to patient care. Our approach  is patient-centric, data-driven and science-led. We are improving the diversity of clinical trial participants with strong data foundations, tools and standards to align and track progress, and external partnerships. We work with industry groups, regulatory agencies and local community groups to shape clinical trial diversity policies of the future while delivering  for patients today.Rare diseases There are more than 10,000 known rare diseases, and the vast majority (>90%) do not have an approved treatment. This means that rare disease patients also face unique challenges in pursuing equitable access to healthcare, such as significant delays in diagnosis, greater chances of hospitalisation from preventable conditions, scheduling and travelling to appointments, and accessing available treatments. We believe people with rare diseases deserve the same attention and investment to find and access therapies as anyone else. As we expand the geographies where our rare disease medicines are available, we continue to build relationships with patient communities early in our development programmes to better understand their needs.",AstraZeneca Sustainability Report 2023.pdf,"Does the company refer to any third party scenarios when identifying climate-related risks or opportunities (e.g. IPCC trajectories, NGFS scenarios, etc.)?","We support the Task Force on Climate-related Financial Disclosures (TCFD) framework, which we have applied annually since 2020. All our business operations worldwide are in scope, unless otherwise stated.",0.0,0.391304347826087,2.0,0,0,0,0,0,0,0
279,"As we expand the geographies where our rare disease medicines are available, we continue to build relationships with patient communities early in our development programmes to better understand their needs. We focus on: increasing clinical trial diversity; developing improved data collection processes to enhance our understanding of how rare diseases affect specific patient populations; improving access to diagnostic tools; and supporting efforts  to improve the experience of those participating in our clinical trials. We also supply medicines  for rare diseases through our patient support  and expanded access programmes.Intellectual propertyAstraZeneca recognises our role in helping to make our products accessible and affordable to patients in need. Our Commitment to Deliver  Our Science to Patients details our efforts to address barriers our patients face – financial or otherwise – in developing and developed markets. Those efforts include our approach to IP . AstraZeneca seeks to protect innovations worldwide, and we prioritise the countries where we seek patent protection. AstraZeneca does not file patent applications in any low‑income countries (LICs) or least developed countries (LDCs). AstraZeneca also does not file in a number of low- to middle-income countries (LMICs) and medium human development countries (MHDCs).Reducing time to diagnosis and engaging policymakers are critical to advancing equitable access for rare disease patients.",AstraZeneca Sustainability Report 2023.pdf,"Does the company refer to any third party scenarios when identifying climate-related risks or opportunities (e.g. IPCC trajectories, NGFS scenarios, etc.)?","We support the Task Force on Climate-related Financial Disclosures (TCFD) framework, which we have applied annually since 2020. All our business operations worldwide are in scope, unless otherwise stated.",0.0,0.4166666666666667,2.0,0,0,0,0,0,0,0
280,"Targets and progressEquitable accessTarget ProgressReach 50 million people (cumulative) through Healthy Heart Africa (HHA), Young Health Programme (YHP), and Healthy Lung programmes by 2025.More than 66.4 million people reached (cumulative) through HHA, YHP and  Healthy Lung programmes.  Status: Target metSee data annex for full metricsTotal community investment  (not including patient assistance programmes). $115.4m",AstraZeneca Sustainability Report 2023.pdf,"Does the company refer to any third party scenarios when identifying climate-related risks or opportunities (e.g. IPCC trajectories, NGFS scenarios, etc.)?","We support the Task Force on Climate-related Financial Disclosures (TCFD) framework, which we have applied annually since 2020. All our business operations worldwide are in scope, unless otherwise stated.",0.0,0.271356783919598,2.0,0,0,0,0,0,0,0
281,"Sustainability  overviewAccess to  healthcareEnvironmental protectionEthics and  transparencyData  annexAccess to healthcare12Affordability  and pricingScope of this focus area To drive accessibility of medicines for diverse, equitable and inclusive patient groups, through company policy and programming, including core pricing principles and access programmes.Why it mattersWe are committed to addressing barriers to access and affordability. Our industry, policymakers and payers need to work together to identify solutions. Through collaborations, partnerships and stakeholder coalitions we are working to ensure essential and innovative medicines become more widely available. As a global business,  there are challenges that affect our flexibility to provide access to our medicines. These include pricing controls, reimbursement mechanisms, taxation and mark-up systems, plus a high frequency of regulatory changes. In addition, supply chain complexity can increase costs, and the economic downturn is adversely affecting  ability to pay (where applicable).While we are thoughtful in our pricing  approach, we understand the challenges that healthcare systems and patients face in terms of equity and affordability. Recognising our shared responsibility, we take a broad, flexible approach to pricing to reflect the variation in healthcare systems.",AstraZeneca Sustainability Report 2023.pdf,"Does the company refer to any third party scenarios when identifying climate-related risks or opportunities (e.g. IPCC trajectories, NGFS scenarios, etc.)?","We support the Task Force on Climate-related Financial Disclosures (TCFD) framework, which we have applied annually since 2020. All our business operations worldwide are in scope, unless otherwise stated.",0.0,0.3715846994535519,2.0,0,0,0,0,0,0,0
282,"Recognising our shared responsibility, we take a broad, flexible approach to pricing to reflect the variation in healthcare systems. We are committed to working in partnership with patients, policymakers, payers and the wider healthcare community to ensure access is as equitable, widespread and as sustainable as possible.Strategic approachAstraZeneca has adopted four key pricing principles that are designed among other things to support our affordability efforts globally:•	Sustainability: of both the healthcare system and our research-led business model •	Value: reflects the clinical benefit of our medicines to patients and the broader impact on society, along with the positive economic impact to the healthcare system by reducing the need for additional medical intervention •	Access: collaboration with payers and providers on solutions to enable sustainable access to our medicines •	Flexibility: in pricing to reflect variation in health system needs and ability to pay Tiered pricingWe believe tiered pricing is a key enabler for broader and accelerated patient access in LMICs. We do this by linking the cost of medicines with government and patient ability to pay based on  macroeconomic indicators of local affordability (such as Gross National Income per capita, national healthcare budgets and other relevant health economics considerations).",AstraZeneca Sustainability Report 2023.pdf,"Does the company refer to any third party scenarios when identifying climate-related risks or opportunities (e.g. IPCC trajectories, NGFS scenarios, etc.)?","We support the Task Force on Climate-related Financial Disclosures (TCFD) framework, which we have applied annually since 2020. All our business operations worldwide are in scope, unless otherwise stated.",0.0,0.3154574132492113,2.0,0,0,0,0,0,0,0
283,"We do this by linking the cost of medicines with government and patient ability to pay based on  macroeconomic indicators of local affordability (such as Gross National Income per capita, national healthcare budgets and other relevant health economics considerations). Value based agreementsValue-based agreements, across multiple therapy areas, enable patient access while reducing uncertainty for payers (clinical or economic) by linking access, reimbursement or price to real‑world clinical benefit or other agreed terms. We work closely with governments, private  and public payers, and in some cases individual patients, to create patient access opportunities using local real-world data tailored to address unmet needs. Actions – key initiatives:Patient access programmes Our patient access programmes, including patient assistance programmes, use fully donated products, without expectation of payment from the patient for any portion or to access the programme. Our largest patient assistance programme is AZ&Me in the United States, which provides eligible patients with AstraZeneca medicines free of charge. Patient	affordability	programmesPatient affordability programmes (PAPs) aim to close the gap in the ability to pay of patients who fund their own medicines, and sometimes close a funding gap between capped, government-sponsored funding and the patient’s ability to pay once funding from government ends. We track PAPs in 25 countries, most of which are LMICs where we adopt different programme types.",AstraZeneca Sustainability Report 2023.pdf,"Does the company refer to any third party scenarios when identifying climate-related risks or opportunities (e.g. IPCC trajectories, NGFS scenarios, etc.)?","We support the Task Force on Climate-related Financial Disclosures (TCFD) framework, which we have applied annually since 2020. All our business operations worldwide are in scope, unless otherwise stated.",0.0,0.2690582959641255,2.0,0,0,0,0,0,0,0
284,"We track PAPs in 25 countries, most of which are LMICs where we adopt different programme types. Examples include fixed PAP schemes, tiered PAPs, co‑pay support, micro‑financing  and bridging programmes.Targets and progressAffordability and pricingSee data annex   for full metricsin product donations through patient assistance programmes. $4,778.8mreached by patient access programmes. 862,632 peopleWe are committed to addressing barriers to access and affordability. Our industry, policymakers and payers need to work together to identify solutions.",AstraZeneca Sustainability Report 2023.pdf,"Does the company refer to any third party scenarios when identifying climate-related risks or opportunities (e.g. IPCC trajectories, NGFS scenarios, etc.)?","We support the Task Force on Climate-related Financial Disclosures (TCFD) framework, which we have applied annually since 2020. All our business operations worldwide are in scope, unless otherwise stated.",0.0,0.2911392405063291,2.0,0,0,0,0,0,0,0
